,data_index,title,cluster
1607,1607,How a cracked fan blade (probably) ended a decade of no US air travel fatalities,0
1608,1608,"Dog dies on United flight after being put in overhead bin, airline confirms",7
1609,1609,"Dog was flown to Japan by mistake, took private jet home to his family",0
1610,1610,Airline bans 'emotional support peacock',6
1611,1611,Dog dies after United Airlines flight attendant forces passenger to place animal in overhead bin,7
1612,1612,Bank of America ‘Reexamining Relationship With Clients to Make AR-15s’ as Companies Dump Gun Groups,0
1613,1613,United Airlines bans dozens of dog and cat breeds from cargo hold under new pet travel policy,2
1614,1614,Student Blames Airline After She Flushes Her Emotional Support Hamster Down Airport Toilet,6
1615,1615,Air Canada Launches Daily Non-Stop Flights Linking Edmonton and San Francisco,3
1616,1616,United Airlines Finance Chief Resigns After Less Than Two Years,0
1617,1617,An Open Letter To United and Delta After Severing Ties With the NRA,1
1618,1618,Hybrid Electric Airliners Will Cut Emissions—and Noise,0
1619,1619,"Nigerian mother sues United Airlines for kicking her, children from plane",2
1620,1620,Looks Like Rose McGowan Is Finally Getting That Oppression She's Been Looking For,0
1621,1621,A year after United's public-relations disaster,2
1622,1622,Puppies’ Water Bowl Doubles as Bed,0
1623,1623,United Announces $8 Million to Boost Eight Hub Communities,0
1624,1624,Parkland students call out senator for law protecting dogs instead of gun control,0
1625,1625,The bond vigilantes saddle up their Shetland ponies – apparently,0
1626,1626,Satisfaction with airlines drops. Travelers cite in-flight service and uncomfortable seats,2
1627,1627,Official reports about animal deaths on airline flights focus only on cargo,2
1628,1628,Delta and United Airlines Cut Ties to the NRA (UPDATED),1
1629,1629,The Daily 202: Winners and losers in the spending bill,0
1630,1630,"The Cybersecurity 202: Now that Trump's out of the nuclear deal, Iran may flex cyber muscle",0
1631,1631,The UK student taking aim at the US gun lobby,0
1632,1632,"American tightens leash on comfort animals flying with passengers, following Delta and United",2
1633,1633,Georgia Republican Stupidly Threatens Delta (with Taxes!) Over NRA,1
1634,1634,Puppy Dies During United Flight,7
1635,1635,Culture War Is All That’s Left When Gun Policy Battles Become Pointless,0
1636,1636,"Yap, the Pacific island Japan has almost forgotten",0
1637,1637,State senator gets the facts wrong when praising Dallas ISD's use of philanthropy to fund schools,0
1638,1638,What Business Leaders Should Learn From Starbucks' Shut Down Day,0
1639,1639,Democrats wrote a memo on secret surveillance. How does it compare to the Republican memo?,0
1640,1640,"- Washington DC to Bangkok, Thailand for only $428 roundtrip",0
1641,1641,Searing Audit Says OHA Misspent Millions Of Dollars,0
1642,1642,"if your PR plan is to attack traumatized children, you've already lost",0
1643,1643,"At Jerusalem memorial, US envoy marks 17 years since 9/11",0
1644,1644,Here’s How Much Hawaii CEOs Make Compared To Their Employees,0
1645,1645,White House will host tech industry for AI summit on Thursday,0
1646,1646,Here’s How Much Hawaii CEOs Make Compared To Their Employees,0
1647,1647,Delta shows off first Boeing 777 retrofitted with new cabin interior,1
1648,1648,The Role of Artificial Intelligence in the Aviation Industry,1
1649,1649,Who Will Take on the 21st Century Tech and Media Monopolies?,0
1650,1650,BOOM! Georgia Lt. Gov. Gives #Delta Ultimatum on #NRA Boycott and Multi-Million Dollar Tax Break * 100PercentFedUp.com,1
1651,1651,United Airlines might have mistakenly sent a Kansas-bound German shepherd to Japan,2
1652,1652,Two Major Airlines Join The Growing List Of Companies 'Boycotting' The NRA,1
1653,1653,'Outlander' actor claims United crew joked about dogs in overhead bins 4 days after scandal,7
1654,1654,Jackson Heights woman guilty of 108 counts of animal cruelty and neglect • Pet Rescue Report,0
1655,1655,"- Miami to San Diego, California (& vice versa) for only $109 roundtrip",0
1656,1656,"How to survive a plane crash, according to a flight attendant",0
1657,1657,What you should know before your next flight with Fido,2
1658,1658,Outcry Over Dead Dog Intensifies Pressure on United CEO,7
1659,1659,"Nigerian mother says family kicked off United jet in Texas because of her race, not 'pungent' odor cited by pilot",0
1660,1660,Passenger jet lands in Hawaii after engine covering rips apart,2
1661,1661,Twice-diverted United Airlines plane skids off runway in Green Bay,2
1662,1662,The Boeing 737 MAX 9 To Debut With United,5
1663,1663,Edmonton delegation bound for San Francisco,0
1664,1664,"Trump Admin Infighting Mounts Between Navarro, State Dept. In UAE Airline Deal",0
1665,1665,Pro-Gun Control Activists Are Trying To Get Amazon And Apple To Shut Down NRATV,0
1666,1666,United Suspends Pet Service Following Multiple Animal Deaths,2
1667,1667,"After Puppy Dies in Overhead Bin, United Airlines Mistakenly Sends Different Dog to Japan",7
1668,1668,Puppy dies during United Airlines flight after owner ordered to put it in overhead bin,7
1669,1669,United Airlines walks back new bonus-lottery system that angered employees,2
1670,1670,"Inside Aldine – Chelsea Davis-Bibb, Lynette O’Neal selected as Aldine ISD’s top teachers",0
1671,1671,Passenger jet's engine cover rips off over Pacific Ocean,0
1672,1672,Delivering the Mail Was Once One of the Riskiest Jobs in America,0
1673,1673,A visual history of O'Hare International Airport,4
1674,1674,City of Rockford welcomes Santa Clara Vanguard,0
1675,1675,US companies cut ties with the National Rifle Association,1
1676,1676,How to Build a Diverse and Powerful Culture,0
1677,1677,"United Airlines Just Revealed It's Actually Reducing the Number of Seats on Some Planes (Yes, Reducing)",2
1678,1678,"Delta, United planes clip wings at Burbank airport",4
1679,1679,which cities will soon have the cleanest air?,3
1680,1680,United's new policy to protect pets punishes members of the U.S. military by accident,2
1681,1681,The U.S. Army Is Going to Blow Up This Ex-Saudi Airlines Boeing 777 Jet,5
1682,1682,"United pilot flies lost wedding ring over 2,500 miles to owner",2
1683,1683,Sanctuary Cities Protect Illegal Immigrants. We want law and order restored to these cities.,0
1684,1684,United Airlines acknowledges it put a third pet on the wrong plane,2
1685,1685,United apologises after puppy dies in overhead bin,7
1686,1686,Watford teen hacker admits making bomb threats to schools,0
1687,1687,Wrong radio frequency. Wrong runway. FAA releases findings of SFO close-call investigations.,4
1688,1688,Is Facebook a Community? Digital Experts Weigh In,0
1689,1689,Here’s why Indians shy away from hotels with foreign brand names,0
1690,1690,Dog Dies on United Flight After Attendant Forces Passenger to Stow Pet in Overhead Bin,7
1691,1691,India's $230 million plan to stop crop burning that pollutes Delhi...,0
1692,1692,"Lion Air Orders Additional MAX Aircraft, Signals 787 Order",3
1693,1693,White House criticizes Chinese pressure on foreign airlines,0
1694,1694,Dog Dies on United Airlines Flight After Owner Forced to Put Pet in Overhead Bin,7
1695,1695,Would be ‘ridiculous’ to say won’t do business with gun owners,0
1696,1696,"Dog Injures Child Boarding Southwest Flight, Airline Says",1
1697,1697,Airlines tighten leash on 'emotional support' pets as hedgehogs and peacocks are banned,6
1698,1698,Tearful 11-year-old speaks out about her dog's death on United flight,7
1699,1699,FedEx says it won’t ax business with NRA due to politics,0
1700,1700,"- New York to Amsterdam, Netherlands for only $402 roundtrip",0
1701,1701,Delta Airlines Joins Exodus From NRA Partnerships,1
1702,1702,Horrified United passenger finds 10-month-old puppy dead after flight attendant forces her to put her pet in an overhead bin (UAL),7
1703,1703,United mistakenly flies family's dog to Japan,7
1704,1704,"Officer who dragged David Dao off flight sues United, Chicago",2
1705,1705,'SPINELESS'? USA Today op-ed is a TWISTED slap in the faces of Parkland shooting victims,0
1706,1706,How to Design a Stellar Customer Experience,2
1707,1707,Sand scooped from public beach to protect United Airlines CEO's home,2
1708,1708,Airlines still use women's body image to sell ...,0
1709,1709,Is That Memo Worth Sending? These 5 Leaked Memos Will Make You Reconsider.,0
1710,1710,Justice for Dog Who Died in Overhead Bin on United Flight,7
1711,1711,Another emotional support animal gets rejected — then flushed,6
1712,1712,The Pentagon is quietly moving forward on biofuel deals. Republicans want to stop it,0
1713,1713,How airlines aim to use big data to boost profits,0
1714,1714,Feds Eye New Rules On Flying With Service Animals,0
1715,1715,Not In Kansas Anymore! United Airlines Mistakenly Flies Family's German Shepherd To Japan,7
1716,1716,Why Are Corporations Finally Turning Against the NRA?,2
1717,1717,United Airlines Under Fire After Dog Dies In Overhead Bin,7
1718,1718,"- New York to Barcelona or Madrid, Spain from only $384 roundtrip",0
1719,1719,"Inching closer to launch, TWA Hotel unveils room design",0
1720,1720,Delta Airlines Sends Puppy to Wrong City—Multiple Times,1
1721,1721,We’re wasting AI geniuses on ridiculous problems,0
1722,1722,American Airlines Says No to Airbus A330neo For Now,0
1723,1723,Two teenage girls barred from United flight for wearing leggings,0
1724,1724,"United Airlines Just Introduced a New $60 Baggage Fee (Oh, Joy)",2
1725,1725,This is how germs and infectious diseases spread on airplanes,0
1726,1726,United Airlines Just Found a Brand New Way of Irritating Economy Class Passengers,2
1727,1727,"Snowstorm hammers U.S. Midwest, hundreds of flights canceled",0
1728,1728,"Southwest Airlines under fire after father, young daughter kicked off flight",0
1729,1729,United Airlines flight from London declares emergency,4
1730,1730,‘Our car was inundated with liquid poo falling from the sky’,0
1731,1731,Russia Vows Retaliation Over U.K. Expulsions; Slovakia Political Unrest,0
1732,1732,"After big boom, Turkey’s aviation sector heads for turbulence",0
1733,1733,"- Atlanta to Rome, Italy for only $488 roundtrip",0
1734,1734,United suspends new bookings for pets in cargo after loading 3 dogs onto wrong flights,2
1735,1735,"Following peacock fiasco, United Airlines tightens policy for comfort animals",1
1736,1736,Puppy Died on United Flight After Attendant Forced Him In Overhead Bin — Demand Justice Now!,7
1737,1737,United Airlines Accused of Using TVs To Bash Unions,2
1738,1738,Nonstop Singapore to New York Flights Slated to Resume by late-2018,0
1739,1739,United Airlines Resists Honolulu Workers’ Effort To Unionize,2
1740,1740,Delta attendant kicks passengers off plane over airplane mode dispute,1
1741,1741,"Here's why United Airlines paid a savvy woman $10,000 for a plane seat",2
1742,1742,United Airlines Rallies as Pricing-Power Gains Ease Growth Fears,2
1743,1743,From Tenacious Terrier to Western Mass. Hero,0
1744,1744,Competition for Cuba flights sparks airline row,1
1745,1745,"If Scott Pruitt were a CEO, he'd be long gone",0
1746,1746,Senator Demands Explanation for Animals’ Deaths on United Airlines,0
1747,1747,"White House will host Amazon, Facebook, Ford and other major companies for summit on AI",0
1748,1748,Nurse Says Customs Agents Took Money for Nigerian Clinic,0
1749,1749,Traveling with a pet? Should you fly commercial or private?,2
1750,1750,"‘The airline is dodging responsibility’, says owner of a smashed viola da gamba",2
1751,1751,Nigerian woman to sue airline claiming she was booted from flight after white man complained of odor,0
1752,1752,US-bound flight diverted to Ireland after threat found onboard,0
1753,1753,"Billy Graham, the US evangelist friend of presidents and the Queen",0
1754,1754,2018 Atlantic 10 Men's Basketball Championship Information,0
1755,1755,Everyone's trolling this GOP senator for caring more about dead dogs than dead kids.,0
1756,1756,Delta Sets the Pace for a Strong Industry Outlook,1
1757,1757,‘187 dogs in house.’ Packed Sacramento animal shelter offers adoption special.,0
1758,1758,An Emotional Support Peacock Got Kicked Off a United Flight,6
1759,1759,"Crown Scuttles Iran Deal, Killed Kennedy & Did 911",0
1760,1760,A Passenger's Complaint About a 'Pungent' Odor Got a Nigerian Woman Booted From a Flight,2
1761,1761,don't put separated migrant children on...,0
1762,1762,Could United unleash full inflight Internet beast on its 737s?,2
1763,1763,Emotional support dog bites girl on Southwest Airlines flight,6
1764,1764,Mark Zuckerberg is about to be questioned by politicians. Here's what will happen after,0
1765,1765,United Airlines Pilot Hand-Delivers Lost Wedding Ring (and Woman's Faith in Humanity Is Restored),0
1766,1766,United Airlines tests new boarding process at Los Angeles International Airport,4
1767,1767,United stopped serving tomato juice on flights and people were FURIOUS,2
1768,1768,"Nigerian woman kicked off United flight after white man complained she was ‘pungent,’ suit says",2
1769,1769,A+E Breezes Past Corporate Drama With Female-Focused Upfront Touting Brands,0
1770,1770,A cooperative bank that gives loans to Gujarat’s nomadic tribes based on trust,0
1771,1771,Which Gun-Control Freak Anti-NRA Companies will cave first?,1
1772,1772,United eyes Newark base for 787-10,0
1773,1773,Study Finds Airlines Use Earnings Calls to Coordinate Capacity Reductions -,0
1774,1774,Why is it so hard to keep pets safe on a plane?,2
1775,1775,"- Many US cities to Lisbon, Portugal from only $400 roundtrip",0
1776,1776,Dog dies in overhead locker on United Airlines flight,7
1777,1777,"- Non-stop from Washington DC to Cancun, Mexico for only $226 roundtrip",0
1778,1778,Meet the man who's helping children around the world,0
1779,1779,The Case for Investing in Green Companies,0
1780,1780,Twenty hours on a plane? Why ultra-ultra-longhaul flights are here to stay,0
1781,1781,Backlash After United's Pet Scandals Less Severe Than After Dragging Video,2
1782,1782,Delta Pays Employees Over $1 billion in Profit Sharing,1
1783,1783,Here Are the Travel Companies That Have Cut Ties With the NRA,1
1784,1784,Agencies see change ahead as clients take more marketing in-house,0
1785,1785,Passenger jet lands after engine covering rips apart,0
1786,1786,Airlines Hope Algorithms Can Finally Fix Their Drink Carts,3
1787,1787,Carnival probes security personnel's response to brawl in South...,0
1788,1788,"Google engineer shares terrifying video of his plane falling apart, makes dad jokes",0
1789,1789,Delta Airlines Is Giving Its Employees $1.1 Billion (and American Airlines Employees Aren't Happy),1
1790,1790,Delta praised for booting obnoxious 'bully' woman who threw an adult tantrum over a 'crying' baby,1
1791,1791,Boeing Delivers First Boeing 737 MAX 9 Aircraft to Thai Lion Air,5
1792,1792,Welfare cuts to illegal immigrants could pay for border wall,0
1793,1793,Want corporations to #BoycottNRA? Then defend the mom and pop cake bakers,0
1794,1794,Edinburgh’s first direct flight to Washington DC takes off,4
1795,1795,The most important thing a CEO can do when a crisis occurs,0
1796,1796,"- Dallas, Texas to Hong Kong for only $538 roundtrip",0
1797,1797,Dog dies after flight attendant insists woman put carrier in overhead bin,7
1798,1798,This job of truth-telling sucks sometimes -- Sott.net,0
1799,1799,"If You Think Bad Publicity Is Better Than No Publicity, Read This",2
1800,1800,"When a dog has puppies at the Tampa airport, everyone has an opinion",4
1801,1801,Three lesser-known websites that will save you a ton of money on flights,0
1802,1802,"Canadian Airfares Are In Free Fall, Thanks To Growing Competition",3
1803,1803,Delta passengers sat on plane for 12 hours before it's canceled,1
1804,1804,United to Resume Shipping Pets But With Some Breeds Barred,2
1805,1805,"These animals are most likely to kill Americans. Hint, it's not sharks or snakes.",0
1806,1806,2 Planes Clip Wings at Burbank Airport; No Injuries Reported,4
1807,1807,The U.S. Airlines With the Most Legroom in Economy Class,0
1808,1808,"This Woman Just Got $10,000 From United Airlines For Getting Bumped Off A Flight",2
1809,1809,U.S. Legacy Carriers,0
1810,1810,How to survive an ultra-long-haul flight according to someone who's flown too many of them,0
1811,1811,Think economy seats are too small? Wait until you see this new standing design,0
1812,1812,Little dog dies after flight attendant forces it into plane's overhead bin,7
1813,1813,- Atlanta to Trinidad for only $266 roundtrip,0
1814,1814,10 Women in Innovation to Keynote Your Next Event,0
1815,1815,Airlines To Trump: Don't Use Us To Fly Migrant Children,0
1816,1816,United Airlines Just Announced a Stunning New Policy That 'Quickly Ignited a Firestorm' With Employees,2
1817,1817,5 things every pastor can learn from Billy Graham,0
1818,1818,Travel industry takes aim at reducing plastic waste,0
1819,1819,Why are so many firms so bad at handling social media?,0
1820,1820,Senators introduce WOOFF Act after dog tragically dies on United Airlines flight,7
1821,1821,"United Airlines suffocates a doggy passenger, invites public and congressional outrage",2
1822,1822,The Problem with Blaming the NRA for School Shootings,0
1823,1823,"Bye, Democracy? According to this super-secret memo, you're basically dead",0
1824,1824,"Amazon beats Apple, Google when it comes to charisma, study says",0
1825,1825,Hundreds of passengers stranded in Mexico after airline cancels flights,0
1826,1826,An Airline Can't Make You Kill Your Dog,7
1827,1827,Cleveland Indians to phase out controversial ‘Chief Wahoo’ logo by 2019,0
1828,1828,Dog banished to luggage locker died during flight,0
1829,1829,"Pilot flies the friendly skies, teaches students about STEM",0
1830,1830,US major airlines praise Tillerson’s agreement with Qatar,0
1831,1831,Primera Air and MWAA Talk Washington Route Addition,4
1832,1832,Trump questions need for immigration judges as he blasts 'total catastrophe' of asylum seekers at US border,0
1833,1833,"Paris, France to Wellington, New Zealand for only €252 roundtrip",0
1834,1834,Ethiopian Airlines to Start Addis-Chicago Flight,0
1835,1835,Trump jumps on anti-tech bandwagon… gets everything wrong,0
1836,1836,The Daily 202: Paul Ryan’s party is over,0
1837,1837,US Regulators Look Into Death of Dog on United Airlines Flight,7
1838,1838,Amadeus IT Group Forms Dedicated Unit For IATA's NDC,0
1839,1839,- Puppy dies after United Airlines flight attendant orders the pet inside overhead locker,7
1840,1840,Dog death on United Airlines flight raises questions about its track record,0
1841,1841,Kansas Family Outraged When United Airlines Mistakingly Sends Their Dog To Japan,0
1842,1842,"American Airlines bans goats, snakes and rodents as emotional support animals. Miniature horses still clear to fly",6
1843,1843,"United Airlines causes death of dog, misplaces another in Japan",7
1844,1844,The nastiest feud in the airline industry may have just come to an end,0
1845,1845,Would You Trust Your Life to a Robot? Pilotless Planes Are on the Horizon,3
1846,1846,"- Charlotte, North Carolina to Shanghai, China for only $567 roundtrip",0
1847,1847,- Los Angeles to Trinidad for only $361 roundtrip,0
1848,1848,Now Open on Saturdays: Charles White Elementary School Gallery in MacArthur Park,0
1849,1849,How to Turn Social Media Customer Service into a Marketing Strategy,0
1850,1850,"TSA's air marshals are 'last line of defense,' but is the program really needed?",3
1851,1851,United Airlines' President Sent a Remarkable Email to Employees Yesterday. Here Are Two Takeaways,0
1852,1852,Florida woman says airline told her to flush pet hamster down the toilet,0
1853,1853,NICE TRY! Politics journo shares 'pro-tip' for those calling out David Hogg (and it's TOTAL B.S.),0
1854,1854,Travelport's CEO on a New Era for Airline Merchandising,0
1855,1855,"One year after a man was dragged off a plane, customers are still wary of United",2
1856,1856,"Delta, United Cut Ties With NRA",1
1857,1857,United Airlines CEO Is Accused of Literally Stealing Sand From the Beach (Sand? Really?),0
1858,1858,- Atlanta to Los Angeles (& vice versa) for only $188 roundtrip,0
1859,1859,United to use special pet carrier tags after dog’s death,7
1860,1860,Winter Storm Riley causes plane's bumpy landing,0
1861,1861,These Are America’s Fastest-Growing Airports,4
1862,1862,Full Report: Live From Virgin America's Farewell Flight (+Photos),0
1863,1863,A dog died on a United flight after a flight attendant insisted it be kept in overhead bin,7
1864,1864,Here's how to ground your carbon footprint,0
1865,1865,10 Fun Facts About <em>Highlights</em> Magazine,0
1866,1866,NRA Melting Down As Corporate America Cuts Ties,0
1867,1867,Skift Tech Forum Preview: Accor’s Chief Digital Officer on Creating a Technology Roadmap,0
1868,1868,United Airlines Ditches NRA Discount Program,2
1869,1869,United flight from Rome to Chicago diverted to Ireland after bomb threat,0
1870,1870,Video shows Air Canada plane narrowly missing landing on taxiway at San Francisco airport,3
1871,1871,United Airlines Sends Family Dog to Wrong Country by Mistake,7
1872,1872,Trump Tax Revamp Threatens to Make Gas Pipelines Pay $18.5 Billion,0
1873,1873,"Top Tech Companies Head to White House to Talk AI, Fending off the Apocalypse",0
1874,1874,United Airlines Is in Hot Water for Deaths of Animals in Its Care (Why Is This Airline's Record So Bad?),2
1875,1875,Airlines Apparently Caving to China's 'Orwellian Nonsense',0
1876,1876,Coliseum renovation looks stunning on live construction cam,0
1877,1877,"- Non-stop from London, UK to New York, USA for only £290 roundtrip",0
1878,1878,Flight forced to make emergency landing at Irish airport after 'bomb threat',4
1879,1879,And the name is ... Canvas Stadium,0
1880,1880,Airlines Are Asking the Trump Administration to Help Hide Fees From You,0
1881,1881,European carriers agree to large-scale flight evaluations of Iris,0
1882,1882,The renaissance of Britain's regional airports – and the curious destinations they now serve,4
1883,1883,How to Travel Safely With Pets,2
1884,1884,United Airlines Announces Start Date for Boeing 737 MAX 9,5
1885,1885,Art as Resistance: Curating A Show at Charles White Elementary School,0
1886,1886,How Broadway Is Building Its Audience By Gaining Theatregoers Nationwide,0
1887,1887,"This Grocery Chain Has a Better Brand Reputation Than Apple, Disney and Google (and Almost Everyone Else, In Fact)",0
1888,1888,Nigerian woman 'kicked off United Airlines flight due to pungent odour',2
1889,1889,"- Non-stop from Chicago to Cancun, Mexico for only $192 roundtrip",0
1890,1890,Qatar Airways takes delivery of Airbus' biggest A350 yet,0
1891,1891,"United And Delta Support The NRA? Spirit Airlines, Here We Come!",1
1892,1892,Longtime KARK Employee Sees Son for First Time in 20 Years,0
1893,1893,"San Francisco to Chicago $129 Round-Trip, Nonstop on United for Spring Travel",0
1894,1894,Broadway Raises $5.7 Million at BC/EFA's 32nd Annual Easter Bonnet Competition!,0
1895,1895,"Woman tries to bring unrestrained, pooping peacock on US flight; is turned away",4
1896,1896,Not Again! United Airlines Diverts Flight Because Dog Accidentally Loaded Aboard,7
1897,1897,"Chicago to Portland, OR $105 Round-Trip, Late Summer Travel",0
1898,1898,Comstock's Dem Challenger Raised Nearly Half Her $1 Million War Chest in California,0
1899,1899,Dog dies on United plane after owner made to put pet in overhead bin,7
1900,1900,United will now charge passengers to check a bag on flights to Europe,0
1901,1901,Possibly Drunk Flight Attendant Goes HAM on United Flight,2
1902,1902,Q&A with Maria de Los Angeles,0
1903,1903,People can't believe this United Airlines customer wanted to fly with her emotional support peacock,6
1904,1904,"United Airlines Flight Crew Made Jokes About Dead Dogs, According to Actor's Viral Tweet",2
1905,1905,How Resilient Leaders Respond to Failure,0
1906,1906,Meet the first African American woman pilot hired by FedEx,0
1907,1907,United Airlines Prevents Woman From Traveling With Emotional Support Peacock,6
1908,1908,Dog Dies On United Flight After Attendant Forces Carrier Into Overhead Bin,7
1909,1909,Alaska Airlines introduces bare-bones airfare for seats in the back of the plane,0
1910,1910,Corporations Use This Cheap Trick to Avoid Paying Employees a Living Wage,2
1911,1911,These are the Companies Who are Sticking With the NRA,0
1912,1912,United Airlines Kicks Emotional Support Peacock Off Flight,6
1913,1913,Airlines ask US not to put migrant children on their flights,0
1914,1914,United Airlines Passenger Tries To Board Plane With Fully Grown Peacock,2
1915,1915,New York to Palm Springs $204 Round-Trip with Some Coachella Dates Available,0
1916,1916,U.S. and United Arab Emirates Reach Deal to Solve Open Skies Spat,0
1917,1917,Donald Trump's chief of staff just claimed undocumented immigrants 'don't have skills' to integrate well,0
1918,1918,"Delta tried to 'cover up' dog's death, owner says",1
1919,1919,"How dogs, ducks and horses end up as emotional support animals — and allowed on planes",6
1920,1920,Hazmat situation reported on United Airlines flight in Houston,2
1921,1921,American Airlines supports $8.5 billion Chicago O'Hare Airport revamp after settling gate dispute,4
1922,1922,"Punjab man travels across 11 nations in one month to illegally enter US, deported",0
1923,1923,"Why Andrew Killed His Friends, Explained",0
1924,1924,Delta To Allow Emotional Support Moose on Flights,1
1925,1925,Troops Can Ship Their Pets from Guam,0
1926,1926,Dog that was mistakenly flown to Japan reunited with family,0
1927,1927,What Brands Need to Think About When They Take a Stand – PR News,0
1928,1928,White House convenes AI summit and sets up advisory panel on artificial intelligence,0
1929,1929,The Inaugural National Business Traveler Day Launches April 24,0
1930,1930,People who try to carry peacocks on planes should be forced to travel in the cargo hold,0
1931,1931,‘Fire the Bitch!’ #RHOBH Star Lisa Vanderpump Explodes After Dog Dies In Overhead Bin On 4-Hour Flight,7
1932,1932,That Poor Dog's Death Was Insane — Now There's an Investigation,0
1933,1933,Airlines get tough on 'support pets',2
1934,1934,Woman says airline suggested she flush her emotional support hamster down the toilet. So she did,6
1935,1935,Droga5 Lays Off 5 Percent of New York Staff,0
1936,1936,Now United Airlines sends a dog to Tokyo by mistake,7
1937,1937,Boeing South Carolina unit votes to join together with IAM,0
1938,1938,Peter Ciaccia to Receive Leadership Award at NCS4 Conference,0
1939,1939,"- Fort Lauderdale to Barcelona, Spain for only $363 roundtrip",0
1940,1940,'LIE the Friendly Skies'! Does United Airlines seriously think THIS GUY will solve their PR problems?,2
1941,1941,More Pets Are Dying On United Flights Than Any Other US Airline,7
1942,1942,United Boots Nigerian Woman Off Plane Because Of ‘Pungent’ Smell,2
1943,1943,Here's the Disturbing New Way Airlines Are Trying to Hide How Much Your Flight Will Really Cost,2
1944,1944,"Family whose puppy suffocated in overhead bins considers suing United Airlines, lawyer says",7
1945,1945,- Non-stop from Chicago to Fort Lauderdale (& vice versa) for only $86 roundtrip,0
1946,1946,Secrets of the ECHL’s longest-running brand,0
1947,1947,"Watch Highlights from Stars in the Alley with the Casts of FROZEN, CAROUSEL, DEAR EVAN HANSEN & More!",0
1948,1948,FedEx Hires Its First Black Female Pilot In The Company's History,0
1949,1949,Former Burger King Executive Gives 5 Tips on How to Market to the Next Generation,0
1950,1950,"Nigerian sues United Airlines for kicking her, children out of plane",2
1951,1951,Best Gas Mask and Respirator for Emergency Survival,0
1952,1952,"- SUMMER: Memphis, Tennessee to Los Angeles (& vice versa) for only $125 roundtrip",0
1953,1953,A United Boeing 777 Makes Emergency Landing As Engine Cover Falls Off,2
1954,1954,"Southwest, Delta and United All Had Emergency Landings Today. Here's Why They Should Make You Feel Great About Flying",1
1955,1955,No United Airlines Military Pet Exemption Coming Despite Navy Claim,2
1956,1956,"Aviation officer who dragged passenger from plane sues United, city",0
1957,1957,2 Airlines Just Made The List of America's Top 20 Most Hated Companies (Can You Guess Which?),2
1958,1958,"As clients bring more in-house, agencies play headhunter roles",0
1959,1959,An Allegiant Air Executive Popular With Wall Street Resigns,0
1960,1960,Robin Wright reigns in the new House of Cards trailer,0
1961,1961,Dog’s death on United flight could lead to criminal charges,7
1962,1962,United admits employee was wrong in asking mom to fly with car seat facing forward,2
1963,1963,United Makes Emergency Landing as Engine Cover Flies Off,0
1964,1964,Puppy dies after owner was told by United flight attendant to put it in overhead bin,7
1965,1965,American Airlines Replaces Coach With More Premium Economy – Luxury Travel Diary,0
1966,1966,"United Airlines gives woman $10,000 after taking her off overbooked flight",2
1967,1967,"Delta, United cut ties with NRA after Florida shooting",1
1968,1968,"- Dallas, Texas to Cancun, Mexico for only $253 roundtrip",0
1969,1969,Are hospitals doomed to repeat their mistakes?,0
1970,1970,Emotional support’ peacock barred from United Airlines flight,6
1971,1971,17 United Airlines Employee Replies to United's New 'Bonus Lottery',2
1972,1972,"Ben True Outkicks Dathan Ritzenhein To Win 2018 NYC Half in His Half Marathon Debut, Buze Diriba Edges Emily Sisson For Women's Title",0
1973,1973,"- Richmond, Virginia to Bogota, Colombia for only $364 roundtrip",0
1974,1974,United Airlines passes 2.7m passengers mark on Dublin-Newark service,0
1975,1975,Why the Commission Lacks Jurisdiction over 9/11 Defendants,0
1976,1976,Alaska Airlines ranked #1 airline in new study,0
1977,1977,The emotional support animals that people managed to get onto planes,6
1978,1978,"- 2 IN 1 TRIP: San Francisco to Tokyo, Japan & Hong Kong for only $517 roundtrip",0
1979,1979,"Denver to Los Angeles $89 Round-Trip, Nonstop on Delta & United",0
1980,1980,Family dog stranded in Europe after being yanked off flight,4
1981,1981,Military family pets stranded as United Airlines suspends shipments,2
1982,1982,This Is How United Airlines Is Teaching Employees To Be More Caring (Are You Ready For The Change?),2
1983,1983,Senator introduces law for pooch killed on United flight,2
1984,1984,Service animals in flight continue to ruffle feathers,0
1985,1985,The Majority of Travel Booking Sites Fail Basic Security Tests. Here’s How to Protect Yourself,0
1986,1986,Flight Attendants Are Now Joining #MeToo Movement,0
1987,1987,Delta Airlines to resume non-stop flights to Mumbai from next year,1
1988,1988,"United Airlines suspends pet shipments, but what if you already have a reservation?",0
1989,1989,One person dies after an engine explodes on a Southwest flight in America,0
1990,1990,Peacock kept off United flight gets special wedding invitation,0
1991,1991,JetBlue Expands Mint Service from New York,0
1992,1992,Delta Airlines Mixup Sends Puppy on Cross-Country Flight,1
1993,1993,- Seattle to the US Virgin Islands for only $243 roundtrip,0
1994,1994,The startling humanity of Tweeting in a life or death moment,0
1995,1995,United Airlines Takes A Stand Against Trump's Family Separation Policies With Ban,0
1996,1996,Immigrant caravan turned back by US officials at Mexican border face a tough asylum fight,0
1997,1997,Openly Gay Skier Gus Kenworthy Is Embracing His Role at the Winter Olympics,0
1998,1998,'Emotional support peacock' turned away from United Airlines flight,6
1999,1999,"Orlando to Beijing $425 Round-Trip, November Travel on Air Canada",3
2000,2000,8 of the Coolest Ways to Enhance Your Event,0
